station,hour,day,weather,event,passenger_count
Vijayanagar,16,Saturday,Cloudy,1,14038
Hopefarm Channasandra,16,Friday,Cloudy,0,10426
National College,12,Tuesday,Cloudy,0,14302
Pantharapalya - Nayandahalli,17,Wednesday,Clear,0,14453
Jayanagar,22,Saturday,Cloudy,0,11750
Vajarahalli,14,Friday,Cloudy,1,10318
Jnanabharathi,16,Thursday,Rain,0,13594
Kadugodi Tree Park,22,Wednesday,Rain,0,10924
Lalbagh,14,Thursday,Cloudy,0,13255
Peenya,12,Friday,Cloudy,0,11058
Singayyanapalya,7,Wednesday,Cloudy,0,13969
Kundalahalli,7,Monday,Clear,1,11520
Swami Vivekananda Road,22,Friday,Rain,1,10467
Doddakallasandra,21,Saturday,Clear,0,9753
Cubbon Park,10,Saturday,Clear,1,11420
Baiyappanahalli,11,Thursday,Clear,1,15574
"Nadaprabhu Kempegowda Station, Majestic",10,Sunday,Rain,1,14070
Goraguntepalya,8,Tuesday,Rain,0,18285
Singayyanapalya,21,Thursday,Rain,0,11690
Mahakavi Kuvempu Road,12,Monday,Cloudy,0,12471
Chickpete,15,Thursday,Cloudy,0,10662
Whitefield (Kadugodi),22,Friday,Rain,0,14886
Halasuru,11,Thursday,Cloudy,0,14430
Pantharapalya - Nayandahalli,10,Tuesday,Cloudy,0,14816
Peenya,13,Monday,Rain,0,14366
Peenya Industry,13,Wednesday,Cloudy,0,9973
Krishnarajapuram (K.R.Puram),20,Tuesday,Cloudy,0,8435
Pattanagere,18,Wednesday,Cloudy,0,15356
Doddakallasandra,17,Friday,Cloudy,1,14947
Kengeri,13,Friday,Rain,0,13376
Rajarajeshwari Nagar,21,Tuesday,Clear,1,12332
Trinity,13,Wednesday,Rain,0,10089
Jayanagar,10,Saturday,Clear,1,10501
Hoodi,6,Friday,Cloudy,1,14490
Mysore Road,15,Wednesday,Cloudy,0,9170
Halasuru,8,Sunday,Clear,0,14373
Hopefarm Channasandra,20,Thursday,Cloudy,1,10563
Kadugodi Tree Park,8,Saturday,Clear,0,23084
Rajarajeshwari Nagar,19,Tuesday,Cloudy,0,22266
Baiyappanahalli,8,Friday,Clear,1,20812
Mahatma Gandhi Road,22,Monday,Cloudy,0,8837
Mysore Road,10,Monday,Clear,0,12422
"Sri Balagangadharanatha Swamiji Station, Hosahalli",15,Monday,Clear,0,12342
Kadugodi Tree Park,21,Saturday,Cloudy,0,12962
South End Circle,9,Thursday,Rain,0,16381
Garudacharapalya,7,Thursday,Cloudy,1,14241
Krishnarajapuram (K.R.Puram),8,Wednesday,Clear,0,22583
Kengeri,13,Saturday,Cloudy,0,9111
Rajajinagar,6,Saturday,Rain,0,10777
Jalahalli,12,Tuesday,Clear,1,9662
"Nadaprabhu Kempegowda Station, Majestic",21,Saturday,Clear,1,12490
Mantri Square Sampige Road,20,Friday,Cloudy,1,9518
Singayyanapalya,8,Friday,Clear,0,17173
"Dr. B. R. Ambedkar Station, Vidhana Soudha",16,Friday,Cloudy,0,13956
Srirampura,15,Tuesday,Cloudy,0,12409
National College,21,Wednesday,Clear,0,12427
Mahalakshmi,8,Tuesday,Clear,0,14257
Mahalakshmi,13,Friday,Cloudy,0,15098
"Dr. B. R. Ambedkar Station, Vidhana Soudha",20,Tuesday,Rain,1,11576
Yelachenahalli,8,Wednesday,Rain,1,24236
Thalaghattapura,16,Sunday,Clear,0,10581
Goraguntepalya,20,Monday,Cloudy,1,12317
Srirampura,12,Friday,Rain,1,9952
Magadi Road,12,Sunday,Clear,0,9776
Rajajinagar,11,Monday,Rain,0,9535
Jayanagar,6,Monday,Cloudy,0,15456
Thalaghattapura,15,Monday,Cloudy,0,15464
Deepanjali Nagar,15,Friday,Rain,0,10176
Singayyanapalya,12,Tuesday,Clear,0,10329
Mahalakshmi,11,Monday,Cloudy,0,10499
Rajajinagar,18,Friday,Cloudy,0,21432
"Dr. B. R. Ambedkar Station, Vidhana Soudha",16,Wednesday,Cloudy,0,10014
Baiyappanahalli,12,Friday,Rain,1,9824
Pattandur Agrahara,9,Tuesday,Clear,0,21289
"Sir.M.Visvesvaraya Stn., Central College",20,Friday,Clear,0,14618
Goraguntepalya,8,Saturday,Rain,0,21819
Mahalakshmi,11,Sunday,Clear,0,13692
Magadi Road,20,Wednesday,Clear,0,11134
Jayaprakash Nagar,10,Wednesday,Clear,0,10128
Rashtreeya Vidyalaya Road,16,Sunday,Cloudy,1,12372
Kundalahalli,18,Thursday,Rain,0,22495
Pantharapalya - Nayandahalli,18,Tuesday,Cloudy,0,22488
Sandal Soap Factory,21,Sunday,Clear,0,13885
Singayyanapalya,21,Wednesday,Rain,0,13261
Kadugodi Tree Park,12,Saturday,Rain,0,12432
Goraguntepalya,9,Thursday,Rain,0,21118
Jayanagar,19,Friday,Cloudy,0,21453
Jayanagar,16,Monday,Cloudy,1,10094
Nallurhalli,20,Tuesday,Clear,0,13165
Jnanabharathi,18,Tuesday,Rain,0,15605
Nallurhalli,12,Thursday,Rain,0,10770
Nagasandra,12,Saturday,Rain,1,12214
Vijayanagar,17,Wednesday,Clear,1,9191
Banashankari,22,Sunday,Cloudy,0,8533
Attiguppe,9,Friday,Clear,0,18052
Yelachenahalli,22,Monday,Clear,0,11069
Pattandur Agrahara,11,Saturday,Cloudy,0,12722
Nagasandra,15,Monday,Cloudy,0,15616
Kadugodi Tree Park,14,Saturday,Rain,0,9414
Kengeri,6,Wednesday,Clear,0,12901
Silk Institute,12,Monday,Cloudy,0,10644
Rashtreeya Vidyalaya Road,22,Tuesday,Rain,0,13143
Sri Sathya Sai Hospital,10,Monday,Clear,0,9438
Banashankari,16,Sunday,Rain,0,14671
Cubbon Park,21,Thursday,Rain,0,9036
Indiranagar,14,Friday,Cloudy,0,9822
Halasuru,13,Monday,Clear,0,14207
Seetharampalya,12,Monday,Clear,0,9448
Jnanabharathi,22,Tuesday,Clear,0,12820
Srirampura,18,Friday,Clear,1,22794
Sandal Soap Factory,19,Friday,Cloudy,1,18087
Hoodi,7,Saturday,Clear,0,8642
Krantivira Sangolli Rayanna Railway Station,15,Thursday,Cloudy,1,14289
"Sri Balagangadharanatha Swamiji Station, Hosahalli",6,Tuesday,Cloudy,0,12352
Peenya,7,Monday,Rain,0,15416
Vajarahalli,9,Friday,Clear,0,14425
Baiyappanahalli,14,Friday,Cloudy,0,13674
Chickpete,17,Saturday,Rain,0,12659
Mahalakshmi,7,Saturday,Cloudy,0,8444
Silk Institute,8,Wednesday,Rain,0,23434
Krishnarajapuram (K.R.Puram),11,Tuesday,Rain,1,10657
Thalaghattapura,19,Wednesday,Rain,1,23400
Hoodi,9,Saturday,Clear,0,14258
Pattanagere,14,Saturday,Cloudy,0,15170
Goraguntepalya,19,Saturday,Cloudy,1,14832
Trinity,14,Friday,Cloudy,0,12401
Whitefield (Kadugodi),18,Wednesday,Clear,1,23851
Hopefarm Channasandra,16,Saturday,Rain,0,9635
"Sri Balagangadharanatha Swamiji Station, Hosahalli",8,Sunday,Rain,0,19041
Jayanagar,16,Saturday,Cloudy,1,15521
Kadugodi Tree Park,15,Tuesday,Rain,0,13860
Mahatma Gandhi Road,9,Thursday,Cloudy,0,20388
Doddakallasandra,9,Sunday,Clear,1,24912
Silk Institute,13,Thursday,Cloudy,0,11178
Sri Sathya Sai Hospital,8,Friday,Rain,0,17815
Singayyanapalya,10,Tuesday,Rain,1,9571
Vijayanagar,22,Monday,Clear,0,10376
Rajarajeshwari Nagar,19,Saturday,Rain,0,19491
Dasarahalli,18,Wednesday,Rain,0,18506
Srirampura,13,Saturday,Clear,0,11514
Peenya,10,Friday,Clear,0,13065
Magadi Road,13,Saturday,Cloudy,1,14009
Lalbagh,8,Friday,Cloudy,1,18851
Yeshwanthpur,6,Wednesday,Rain,0,14062
Doddakallasandra,13,Monday,Clear,0,9360
Swami Vivekananda Road,14,Saturday,Rain,0,13643
Jalahalli,15,Saturday,Rain,0,12236
Nallurhalli,14,Wednesday,Rain,1,12139
Krantivira Sangolli Rayanna Railway Station,18,Monday,Cloudy,0,13845
Nallurhalli,9,Sunday,Clear,0,23398
Konanakunte Cross,19,Sunday,Cloudy,0,24231
Swami Vivekananda Road,13,Tuesday,Rain,0,9534
Nallurhalli,15,Saturday,Clear,0,10540
Deepanjali Nagar,14,Thursday,Cloudy,0,8922
Banashankari,16,Saturday,Clear,0,9586
Silk Institute,16,Wednesday,Clear,0,14441
Deepanjali Nagar,10,Sunday,Cloudy,0,15388
Yeshwanthpur,17,Tuesday,Cloudy,1,14485
Srirampura,12,Tuesday,Rain,1,13184
Mahatma Gandhi Road,7,Sunday,Rain,0,11429
Kengeri,10,Saturday,Rain,0,10383
Silk Institute,17,Sunday,Rain,1,10711
Lalbagh,10,Wednesday,Rain,0,9702
Jalahalli,22,Thursday,Clear,0,13642
Nagasandra,8,Monday,Cloudy,0,16416
Kadugodi Tree Park,15,Wednesday,Cloudy,0,12072
Rashtreeya Vidyalaya Road,20,Wednesday,Clear,0,9885
"Dr. B. R. Ambedkar Station, Vidhana Soudha",13,Saturday,Clear,0,11502
Hopefarm Channasandra,9,Wednesday,Clear,1,18659
Dasarahalli,21,Tuesday,Rain,0,14810
Dasarahalli,16,Sunday,Rain,0,10584
Silk Institute,22,Saturday,Rain,1,14335
Singayyanapalya,18,Wednesday,Rain,0,16041
Swami Vivekananda Road,20,Friday,Cloudy,0,10743
Sandal Soap Factory,9,Wednesday,Rain,0,18470
Halasuru,11,Wednesday,Cloudy,1,13709
Mantri Square Sampige Road,20,Monday,Rain,0,10061
Konanakunte Cross,22,Monday,Clear,1,11262
Deepanjali Nagar,17,Saturday,Cloudy,0,9923
Krishnarajapuram (K.R.Puram),19,Saturday,Rain,1,19076
Pantharapalya - Nayandahalli,10,Wednesday,Clear,0,9011
Jalahalli,16,Wednesday,Clear,1,9886
Rajarajeshwari Nagar,8,Friday,Clear,0,23811
Deepanjali Nagar,7,Saturday,Cloudy,0,15428
Thalaghattapura,15,Tuesday,Cloudy,0,13694
National College,10,Saturday,Clear,0,12140
Kadugodi Tree Park,21,Wednesday,Clear,1,13267
Hopefarm Channasandra,10,Sunday,Cloudy,0,9951
Cubbon Park,16,Thursday,Rain,0,9547
Chickpete,13,Friday,Clear,0,10648
National College,15,Saturday,Cloudy,0,15152
"Nadaprabhu Kempegowda Station, Majestic",6,Tuesday,Cloudy,0,13026
Doddakallasandra,7,Saturday,Clear,0,15303
Yelachenahalli,13,Sunday,Rain,1,10219
Halasuru,18,Thursday,Cloudy,0,13703
Whitefield (Kadugodi),18,Thursday,Clear,0,20490
Vijayanagar,15,Tuesday,Cloudy,1,9960
Deepanjali Nagar,22,Monday,Clear,0,14660
Halasuru,13,Sunday,Clear,0,12547
Jalahalli,18,Saturday,Cloudy,0,23891
Trinity,17,Monday,Clear,0,9914
Sri Sathya Sai Hospital,22,Monday,Cloudy,0,8433
Trinity,19,Friday,Cloudy,0,13720
Sandal Soap Factory,12,Sunday,Cloudy,0,11568
Whitefield (Kadugodi),11,Wednesday,Cloudy,0,11000
Deepanjali Nagar,17,Monday,Rain,0,13035
Jayanagar,20,Saturday,Clear,0,14296
Kengeri Bus Terminal,9,Friday,Cloudy,0,19847
Singayyanapalya,17,Friday,Rain,1,11505
Swami Vivekananda Road,16,Friday,Clear,0,11741
Halasuru,12,Monday,Rain,0,9220
Vajarahalli,13,Saturday,Clear,0,13520
Singayyanapalya,20,Friday,Rain,1,14526
"Sir.M.Visvesvaraya Stn., Central College",10,Friday,Rain,0,11322
Kundalahalli,13,Thursday,Rain,0,10623
"Nadaprabhu Kempegowda Station, Majestic",17,Thursday,Rain,0,11838
Jnanabharathi,21,Friday,Rain,0,8534
Lalbagh,16,Tuesday,Cloudy,0,14704
Kengeri Bus Terminal,21,Tuesday,Clear,0,9994
Mahakavi Kuvempu Road,20,Tuesday,Rain,0,11640
Kadugodi Tree Park,18,Thursday,Cloudy,1,18882
Indiranagar,19,Saturday,Cloudy,1,13938
Whitefield (Kadugodi),17,Thursday,Clear,0,14486
Jayaprakash Nagar,12,Tuesday,Clear,0,12002
Vajarahalli,15,Wednesday,Cloudy,0,12498
Jnanabharathi,19,Monday,Rain,0,20915
Sri Sathya Sai Hospital,16,Tuesday,Clear,0,15334
Pattanagere,17,Wednesday,Rain,0,11233
Vijayanagar,6,Sunday,Clear,0,13089
Mysore Road,13,Tuesday,Rain,0,12463
Dasarahalli,9,Thursday,Rain,0,15896
Jayaprakash Nagar,19,Sunday,Clear,1,15584
South End Circle,22,Sunday,Rain,0,11760
Jalahalli,16,Tuesday,Clear,0,10541
Hopefarm Channasandra,11,Monday,Rain,0,15579
Kundalahalli,8,Wednesday,Rain,0,20941
Whitefield (Kadugodi),10,Monday,Rain,1,9489
Konanakunte Cross,21,Tuesday,Clear,0,15094
Mantri Square Sampige Road,22,Saturday,Clear,0,12538
Halasuru,9,Monday,Cloudy,0,14595
Singayyanapalya,12,Sunday,Clear,0,13630
Konanakunte Cross,11,Sunday,Clear,0,10697
Silk Institute,9,Wednesday,Cloudy,0,23846
Krantivira Sangolli Rayanna Railway Station,8,Tuesday,Clear,0,24179
Seetharampalya,20,Saturday,Clear,1,8688
South End Circle,11,Wednesday,Clear,0,12030
Lalbagh,9,Thursday,Rain,0,23889
Krishnarajapuram (K.R.Puram),13,Wednesday,Clear,0,15303
Nagasandra,15,Tuesday,Cloudy,0,10592
Chickpete,21,Friday,Cloudy,1,9239
Whitefield (Kadugodi),8,Thursday,Clear,1,15490
Magadi Road,7,Monday,Rain,0,13638
Sri Sathya Sai Hospital,22,Wednesday,Rain,0,12721
Jayanagar,17,Wednesday,Cloudy,0,9708
Jnanabharathi,18,Friday,Rain,0,19166
Mahakavi Kuvempu Road,17,Saturday,Clear,0,11927
Cubbon Park,19,Saturday,Rain,0,21115
Rajarajeshwari Nagar,10,Tuesday,Cloudy,0,13679
Kundalahalli,20,Wednesday,Cloudy,0,9268
Attiguppe,10,Tuesday,Cloudy,0,12234
Jayanagar,6,Thursday,Rain,0,13937
Nallurhalli,15,Friday,Clear,1,9097
Sri Sathya Sai Hospital,12,Wednesday,Cloudy,0,13449
Mahatma Gandhi Road,22,Tuesday,Rain,0,14589
Banashankari,16,Tuesday,Cloudy,0,9789
Silk Institute,20,Thursday,Rain,0,10212
Kadugodi Tree Park,17,Friday,Clear,0,10404
Sri Sathya Sai Hospital,17,Saturday,Cloudy,1,9827
Nallurhalli,6,Tuesday,Clear,0,11547
Dasarahalli,12,Wednesday,Clear,0,14575
Mahakavi Kuvempu Road,15,Monday,Cloudy,0,12697
Banashankari,10,Thursday,Clear,0,14584
Whitefield (Kadugodi),20,Friday,Rain,0,9343
Dasarahalli,17,Sunday,Rain,1,11138
Mysore Road,7,Sunday,Cloudy,0,12273
Seetharampalya,7,Friday,Clear,0,11834
"Sir.M.Visvesvaraya Stn., Central College",21,Friday,Rain,0,14099
Pattandur Agrahara,21,Tuesday,Rain,0,11681
Hopefarm Channasandra,19,Tuesday,Cloudy,0,24307
Banashankari,16,Friday,Cloudy,0,11188
Kadugodi Tree Park,8,Thursday,Cloudy,0,16235
Magadi Road,9,Thursday,Cloudy,0,17080
Srirampura,20,Monday,Cloudy,0,12903
Doddakallasandra,20,Saturday,Rain,0,11095
Halasuru,15,Sunday,Rain,1,8928
Lalbagh,9,Monday,Clear,0,24424
Nallurhalli,14,Friday,Cloudy,1,14789
Mahalakshmi,8,Monday,Cloudy,0,17339
"Sir.M.Visvesvaraya Stn., Central College",11,Friday,Cloudy,0,10299
"Sir.M.Visvesvaraya Stn., Central College",22,Saturday,Rain,0,8901
Sri Sathya Sai Hospital,18,Wednesday,Cloudy,0,24716
Doddakallasandra,16,Saturday,Rain,0,9822
Jayanagar,19,Monday,Rain,0,18701
Mysore Road,17,Tuesday,Rain,0,12535
Krishnarajapuram (K.R.Puram),12,Friday,Rain,0,9049
Whitefield (Kadugodi),8,Sunday,Cloudy,0,19248
Krantivira Sangolli Rayanna Railway Station,18,Wednesday,Rain,0,22414
Mahalakshmi,12,Tuesday,Rain,0,12996
Mantri Square Sampige Road,6,Tuesday,Clear,0,15223
Trinity,9,Wednesday,Cloudy,0,22713
Pattanagere,16,Monday,Cloudy,1,15493
Kengeri,11,Wednesday,Rain,0,12885
Pattanagere,21,Wednesday,Clear,0,12331
Magadi Road,11,Monday,Clear,1,10473
Dasarahalli,17,Thursday,Clear,0,9206
"Sir.M.Visvesvaraya Stn., Central College",20,Thursday,Clear,0,14081
Doddakallasandra,11,Friday,Cloudy,0,9200
Swami Vivekananda Road,18,Friday,Cloudy,0,21317
Vijayanagar,8,Tuesday,Rain,1,19354
Peenya,6,Tuesday,Cloudy,1,13105
Peenya Industry,7,Tuesday,Clear,0,13820
Banashankari,17,Sunday,Clear,0,10604
Trinity,16,Saturday,Cloudy,0,14168
Vijayanagar,7,Wednesday,Clear,0,13940
Seetharampalya,6,Wednesday,Rain,0,12894
Sri Sathya Sai Hospital,19,Saturday,Clear,0,13591
Srirampura,13,Wednesday,Cloudy,1,8425
Dasarahalli,10,Thursday,Rain,1,12384
Vijayanagar,11,Monday,Clear,0,13627
Kadugodi Tree Park,9,Friday,Clear,0,18295
Singayyanapalya,9,Monday,Cloudy,1,18719
Mahatma Gandhi Road,10,Sunday,Rain,1,11449
Mahalakshmi,18,Sunday,Cloudy,1,23707
Mantri Square Sampige Road,10,Tuesday,Rain,1,12436
Rashtreeya Vidyalaya Road,22,Friday,Clear,1,15327
Mysore Road,7,Monday,Clear,0,12264
Kengeri Bus Terminal,11,Friday,Clear,0,10874
Jayaprakash Nagar,6,Friday,Clear,0,13273
Mysore Road,9,Wednesday,Clear,1,16914
Attiguppe,22,Tuesday,Rain,0,15144
Chickpete,6,Tuesday,Cloudy,0,12226
Sri Sathya Sai Hospital,6,Wednesday,Clear,0,14916
Vajarahalli,21,Sunday,Rain,0,11844
Whitefield (Kadugodi),7,Monday,Cloudy,0,10435
South End Circle,21,Thursday,Cloudy,0,12213
Sandal Soap Factory,18,Sunday,Cloudy,0,24189
Hoodi,17,Monday,Cloudy,0,13509
Mahakavi Kuvempu Road,19,Friday,Clear,1,17819
Pantharapalya - Nayandahalli,13,Wednesday,Clear,0,10183
Thalaghattapura,18,Thursday,Rain,0,24055
Kundalahalli,19,Saturday,Cloudy,0,21513
Rashtreeya Vidyalaya Road,13,Thursday,Clear,0,10567
Nallurhalli,19,Wednesday,Clear,0,20563
Cubbon Park,16,Monday,Rain,1,13169
Pattanagere,21,Monday,Cloudy,1,13884
Baiyappanahalli,10,Sunday,Rain,0,12180
Mahalakshmi,11,Saturday,Cloudy,0,11970
Silk Institute,13,Friday,Cloudy,0,8952
Vijayanagar,11,Sunday,Clear,0,10121
Silk Institute,14,Saturday,Cloudy,0,13927
Peenya Industry,16,Wednesday,Rain,0,8777
National College,21,Tuesday,Rain,1,9998
Hoodi,13,Sunday,Clear,1,14215
Mysore Road,21,Saturday,Cloudy,0,10737
Sri Sathya Sai Hospital,15,Tuesday,Cloudy,1,15625
Seetharampalya,13,Monday,Cloudy,0,13698
Peenya Industry,11,Wednesday,Rain,1,12627
Attiguppe,10,Saturday,Cloudy,0,8589
Halasuru,14,Saturday,Rain,0,12889
Srirampura,8,Thursday,Cloudy,1,13998
Pattandur Agrahara,22,Wednesday,Rain,0,13312
Jayaprakash Nagar,21,Sunday,Rain,0,11406
Thalaghattapura,18,Tuesday,Rain,0,20084
Krantivira Sangolli Rayanna Railway Station,14,Saturday,Clear,0,11876
Goraguntepalya,12,Monday,Rain,0,14612
National College,14,Monday,Cloudy,0,9826
Mahakavi Kuvempu Road,22,Wednesday,Cloudy,0,10177
Silk Institute,19,Saturday,Cloudy,0,14864
Mahalakshmi,16,Thursday,Cloudy,0,14545
Mysore Road,14,Sunday,Cloudy,0,11177
Jalahalli,17,Tuesday,Clear,0,13137
Silk Institute,10,Friday,Cloudy,0,12909
Mysore Road,6,Wednesday,Rain,0,10495
Krishnarajapuram (K.R.Puram),20,Monday,Clear,0,13550
Attiguppe,17,Tuesday,Rain,0,11099
Singayyanapalya,18,Thursday,Clear,1,16632
Peenya,12,Saturday,Clear,0,10708
Sandal Soap Factory,18,Tuesday,Cloudy,0,14844
Hopefarm Channasandra,11,Saturday,Rain,1,9096
"Sri Balagangadharanatha Swamiji Station, Hosahalli",22,Friday,Rain,0,10781
Krantivira Sangolli Rayanna Railway Station,21,Wednesday,Cloudy,0,11773
Vijayanagar,10,Friday,Cloudy,0,14862
Nagasandra,12,Sunday,Cloudy,0,11991
Rajarajeshwari Nagar,14,Monday,Cloudy,0,14932
Dasarahalli,13,Saturday,Rain,0,13898
National College,21,Monday,Cloudy,0,8477
Chickpete,11,Tuesday,Clear,0,15043
Doddakallasandra,18,Thursday,Rain,0,16742
Mahatma Gandhi Road,7,Tuesday,Cloudy,0,10305
Vijayanagar,6,Saturday,Rain,1,15189
Silk Institute,12,Friday,Rain,0,8569
Thalaghattapura,19,Tuesday,Clear,0,22911
Kengeri,22,Wednesday,Clear,0,14751
Sandal Soap Factory,20,Wednesday,Rain,0,9382
Pattandur Agrahara,13,Wednesday,Clear,0,13194
Mahakavi Kuvempu Road,10,Thursday,Clear,0,12296
"Dr. B. R. Ambedkar Station, Vidhana Soudha",19,Saturday,Clear,1,21559
South End Circle,15,Sunday,Cloudy,0,12281
Pantharapalya - Nayandahalli,22,Wednesday,Rain,0,10529
Baiyappanahalli,11,Sunday,Cloudy,0,10346
National College,6,Friday,Clear,0,14749
Nagasandra,12,Thursday,Clear,0,14037
Jalahalli,11,Friday,Clear,0,15537
Sri Sathya Sai Hospital,7,Thursday,Cloudy,0,9334
Rajarajeshwari Nagar,7,Friday,Clear,1,12784
Kengeri,20,Friday,Rain,0,8431
National College,13,Friday,Clear,0,10303
Seetharampalya,10,Sunday,Clear,0,9809
Chickpete,12,Monday,Clear,1,14846
Sri Sathya Sai Hospital,19,Wednesday,Rain,0,20095
Pattanagere,21,Tuesday,Cloudy,0,15356
Mahalakshmi,14,Tuesday,Rain,0,13036
Sandal Soap Factory,13,Thursday,Clear,0,13984
Silk Institute,6,Thursday,Rain,0,10280
Pattandur Agrahara,11,Tuesday,Rain,0,13779
"Sir.M.Visvesvaraya Stn., Central College",8,Saturday,Cloudy,0,19013
Trinity,11,Saturday,Clear,0,10440
Mahalakshmi,19,Tuesday,Cloudy,0,24088
Pattanagere,6,Friday,Cloudy,0,13457
"Sir.M.Visvesvaraya Stn., Central College",20,Wednesday,Clear,0,14842
Peenya,21,Sunday,Cloudy,1,10625
Magadi Road,9,Saturday,Rain,0,23841
Konanakunte Cross,7,Friday,Rain,0,12232
Rajarajeshwari Nagar,7,Sunday,Rain,0,12913
Swami Vivekananda Road,22,Sunday,Clear,0,10597
Sri Sathya Sai Hospital,19,Thursday,Rain,0,14663
Chickpete,9,Tuesday,Rain,0,21468
Baiyappanahalli,19,Friday,Cloudy,0,21473
Hopefarm Channasandra,16,Sunday,Cloudy,0,10157
Whitefield (Kadugodi),22,Monday,Clear,1,10285
Peenya,17,Friday,Clear,0,14258
Kengeri,10,Wednesday,Clear,0,11661
"Nadaprabhu Kempegowda Station, Majestic",12,Sunday,Rain,1,13325
Whitefield (Kadugodi),21,Tuesday,Rain,0,13305
National College,21,Friday,Clear,0,10966
South End Circle,18,Wednesday,Rain,1,22778
Jayanagar,22,Tuesday,Clear,0,12102
Kadugodi Tree Park,18,Monday,Cloudy,0,18963
Nallurhalli,17,Friday,Clear,0,12886
Kadugodi Tree Park,10,Thursday,Clear,0,11260
Banashankari,10,Wednesday,Rain,0,13126
Yelachenahalli,22,Thursday,Rain,1,11947
Halasuru,20,Tuesday,Clear,0,12901
Rajajinagar,18,Sunday,Rain,0,23761
Jayaprakash Nagar,8,Saturday,Clear,1,24547
Goraguntepalya,19,Tuesday,Rain,0,15283
Jayaprakash Nagar,17,Thursday,Clear,1,9122
Sandal Soap Factory,22,Sunday,Cloudy,1,9784
Kengeri,15,Monday,Rain,1,15320
Singayyanapalya,22,Friday,Cloudy,1,10452
Magadi Road,19,Thursday,Clear,0,16031
Garudacharapalya,16,Saturday,Clear,0,10419
"Nadaprabhu Kempegowda Station, Majestic",9,Thursday,Clear,1,23531
Mahalakshmi,17,Sunday,Clear,0,11516
Deepanjali Nagar,12,Saturday,Rain,0,12204
Mantri Square Sampige Road,17,Thursday,Clear,0,9282
Jnanabharathi,17,Saturday,Clear,0,10717
Jayaprakash Nagar,7,Wednesday,Clear,1,12047
Whitefield (Kadugodi),16,Wednesday,Clear,0,10835
Nagasandra,21,Tuesday,Rain,0,12977
Trinity,15,Saturday,Rain,1,15627
National College,13,Monday,Rain,0,10204
Trinity,10,Thursday,Rain,1,13618
Whitefield (Kadugodi),21,Monday,Rain,0,14976
Seetharampalya,13,Saturday,Cloudy,0,13128
Krishna Rajendra Market,17,Monday,Cloudy,0,11965
"Nadaprabhu Kempegowda Station, Majestic",10,Thursday,Clear,0,9988
Yeshwanthpur,18,Thursday,Cloudy,0,21907
"Nadaprabhu Kempegowda Station, Majestic",8,Tuesday,Cloudy,1,18914
Krishna Rajendra Market,6,Tuesday,Clear,1,13544
Peenya,7,Wednesday,Clear,0,11228
National College,19,Friday,Clear,1,16656
Vijayanagar,16,Monday,Rain,0,9004
Sandal Soap Factory,6,Sunday,Clear,0,11252
Konanakunte Cross,22,Thursday,Clear,0,14501
Rashtreeya Vidyalaya Road,20,Friday,Clear,0,10857
Trinity,6,Monday,Cloudy,0,14558
Pantharapalya - Nayandahalli,8,Tuesday,Cloudy,0,21339
Seetharampalya,14,Saturday,Cloudy,0,13143
Rajajinagar,17,Tuesday,Clear,1,10184
Goraguntepalya,22,Saturday,Rain,0,14089
Rajajinagar,8,Saturday,Clear,0,24809
Hopefarm Channasandra,21,Monday,Clear,0,11119
Kengeri,6,Sunday,Cloudy,0,11873
National College,6,Saturday,Clear,1,9011
Singayyanapalya,6,Monday,Cloudy,1,10476
Mahalakshmi,22,Saturday,Cloudy,0,14226
Garudacharapalya,12,Thursday,Cloudy,0,14456
Vajarahalli,18,Tuesday,Cloudy,0,24614
Lalbagh,8,Sunday,Clear,0,21447
Halasuru,10,Tuesday,Rain,0,14511
Attiguppe,7,Tuesday,Cloudy,1,9447
Dasarahalli,11,Friday,Cloudy,1,13548
Garudacharapalya,8,Tuesday,Clear,0,22371
Hoodi,20,Sunday,Cloudy,0,10281
Rajarajeshwari Nagar,15,Saturday,Cloudy,0,11306
Hoodi,20,Saturday,Clear,0,14723
Magadi Road,12,Tuesday,Clear,0,15508
Pattanagere,6,Saturday,Cloudy,0,10468
Vajarahalli,8,Friday,Cloudy,0,18990
Baiyappanahalli,21,Monday,Cloudy,1,13800
Pattandur Agrahara,15,Sunday,Rain,1,8460
Attiguppe,7,Saturday,Clear,1,12265
Konanakunte Cross,19,Wednesday,Clear,0,20624
"Sri Balagangadharanatha Swamiji Station, Hosahalli",16,Thursday,Clear,0,15175
Jalahalli,11,Sunday,Clear,0,12349
Srirampura,15,Thursday,Clear,0,10379
Vijayanagar,20,Friday,Cloudy,0,11132
Indiranagar,6,Wednesday,Rain,0,11742
Baiyappanahalli,7,Monday,Cloudy,0,9219
Srirampura,11,Saturday,Cloudy,0,11921
Pattandur Agrahara,16,Saturday,Rain,0,8588
Kadugodi Tree Park,15,Friday,Clear,0,14374
Konanakunte Cross,12,Friday,Rain,0,12809
Kundalahalli,12,Wednesday,Cloudy,0,13008
Deepanjali Nagar,18,Tuesday,Cloudy,0,17244
Magadi Road,12,Friday,Rain,1,11952
Jayaprakash Nagar,15,Wednesday,Rain,0,11128
Pattandur Agrahara,17,Thursday,Rain,0,12277
Magadi Road,17,Tuesday,Rain,0,12352
Hopefarm Channasandra,15,Tuesday,Rain,0,12048
